Symbol,Category,CategoryName,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap,Brand,인버스,레버리지,헤지
468630,6,채권,KODEX iShares미국투자등급회사채액티브,11615,5,-25,-0.21,11599.0,5.0446,17994,208,164,KODEX,False,False,False
280320,4,해외주식,ACE 미국IT인터넷S&P(합성 H),20395,5,-80,-0.39,20380.0,30.0,1538,31,163,ACE,False,False,False
252400,3,국내파생,RISE 200선물레버리지,13520,2,15,0.11,13534.0,-10.0267,1142,15,162,RISE,False,True,False
265690,4,해외주식,ACE 러시아MSCI(합성),8720,3,0,0.0,48.0,0.0,0,0,161,ACE,False,False,False
395150,2,국내 업종/테마,KODEX 웹툰&드라마,3215,2,65,2.06,3233.0,11.3074,5179,16,161,KODEX,False,False,False
316670,1,국내 시장지수,KOSEF 코스닥150,5700,5,-30,-0.52,5765.0,-5.2893,386,2,161,KOSEF,False,False,False
211900,2,국내 업종/테마,KODEX 배당성장,15300,5,-10,-0.07,15339.0,-1.0023,161,2,161,KODEX,False,False,False
447430,2,국내 업종/테마,ACE 주주환원가치주액티브,12830,3,0,0.0,12875.0,11.6137,14,0,160,ACE,False,False,False
472350,4,해외주식,1Q 차이나H(H),13350,3,0,0.0,13347.0,21.6955,0,0,160,1Q,False,False,True
444200,2,국내 업종/테마,SOL KEDI메가테크액티브,13825,5,-60,-0.43,13887.0,-1.6644,613,8,159,SOL,False,False,False
447660,7,기타,PLUS 애플채권혼합,12715,2,5,0.04,12725.0,6.7977,1094,13,159,PLUS,False,False,False
381560,2,국내 업종/테마,HANARO Fn전기&수소차,7055,3,0,0.0,7136.0,-9.8979,0,0,159,HANARO,False,False,False
269420,4,해외주식,KODEX S&P글로벌인프라(합성),18150,2,30,0.17,18141.0,9.7184,2,0,158,KODEX,False,False,False
448630,7,기타,RISE 삼성그룹Top3채권혼합,9745,3,0,0.0,9782.0,-4.1319,0,0,156,RISE,False,False,False
292190,1,국내 시장지수,KODEX KRX300,15585,5,-40,-0.26,15608.0,-3.9053,3457,53,156,KODEX,False,False,False
467620,6,채권,히어로즈 25-09 미국채권(AA-이상)액티브,55540,2,55,0.1,55640.0,7.089,2,0,156,히어로즈,False,False,False
137610,5,원자재,TIGER 농산물선물Enhanced(H),5550,5,-50,-0.89,5565.0,0.6289,1493,8,155,TIGER,False,False,True
459750,4,해외주식,RISE 글로벌주식분산액티브,14015,3,0,0.0,13928.0,13.4358,0,0,154,RISE,False,False,False
449780,4,해외주식,KOSEF 미국S&P500(H),15395,5,-60,-0.39,15376.0,9.4934,287,4,154,KOSEF,False,False,True
488720,7,기타,WON 종합채권(AA-이상)액티브,51430,3,0,0.0,51381.0,2.5523,0,0,153,WON,False,False,False
139250,2,국내 업종/테마,TIGER 200 에너지화학,9450,2,130,1.39,9484.0,-14.3776,1059,9,153,TIGER,False,False,False
385520,2,국내 업종/테마,KODEX K-미래차액티브,7460,5,-25,-0.33,7477.0,-9.1075,3,0,153,KODEX,False,False,False
195970,4,해외주식,PLUS 선진국MSCI(합성 H),12045,5,-185,-1.51,12069.0,-0.6096,4,0,152,PLUS,False,False,False
461910,4,해외주식,PLUS 미국테크TOP10레버리지(합성),30340,2,15,0.05,30098.0,58.3137,47,1,152,PLUS,False,True,False
213630,4,해외주식,PLUS 미국다우존스고배당주(합성 H),17845,5,-25,-0.14,17836.0,4.6559,242,4,152,PLUS,False,False,False
292770,6,채권,KODEX 국채선물3년인버스,54585,2,20,0.04,54616.0,0.248,2,0,151,KODEX,True,False,False
491510,2,국내 업종/테마,파워 K-주주가치액티브,9995,2,80,0.81,9971.0,,2,0,150,파워,False,False,False
391600,4,해외주식,ACE 미국친환경그린테마INDXX,9345,5,-120,-1.27,9394.0,9.4852,32,0,150,ACE,False,False,False
117680,2,국내 업종/테마,KODEX 철강,9585,5,-90,-0.93,9685.0,24.8387,3603,34,148,KODEX,False,False,False
435040,4,해외주식,ACE 글로벌브랜드TOP10블룸버그,18300,5,-15,-0.08,18271.0,22.5247,43,0,146,ACE,False,False,False
219390,4,해외주식,RISE 미국S&P원유생산기업(합성 H),6200,5,-30,-0.48,6216.0,6.678,2817,17,146,RISE,False,False,False
183700,7,기타,RISE 채권혼합,60465,2,65,0.11,60542.0,-0.3515,1,0,145,RISE,False,False,False
446700,2,국내 업종/테마,RISE 배터리 리사이클링,9540,5,-120,-1.24,9581.0,-2.3256,1254,11,145,RISE,False,False,False
250780,3,국내파생,TIGER 코스닥150선물인버스,4110,5,-5,-0.12,4109.0,4.4416,219751,906,144,TIGER,True,False,False
490480,2,국내 업종/테마,SOL K방산,9865,5,-145,-1.45,9867.0,,9762,96,143,SOL,False,False,False
456250,4,해외주식,KODEX 유럽명품TOP10 STOXX,9530,2,80,0.85,9597.0,11.4781,241,2,143,KODEX,False,False,False
474920,4,해외주식,에셋플러스 차이나일등기업포커스10액티브,13735,2,120,0.88,13872.0,37.1097,531,7,143,에셋플러스,False,False,False
253290,7,기타,RISE 헬스케어채권혼합,11900,3,0,0.0,11925.0,-2.0415,460,5,143,RISE,False,False,False
440650,6,채권,ACE 미국달러단기채권액티브,11665,2,20,0.17,11654.0,7.824,601,7,140,ACE,False,False,False
495060,1,국내 시장지수,TIMEFOLIO 코리아밸류업액티브,9310,5,-60,-0.64,9332.0,,32,0,140,TIMEFOLIO,False,False,False
445690,2,국내 업종/테마,BNK 주주가치액티브,13275,3,0,0.0,13250.0,-0.1129,0,0,139,BNK,False,False,False
241390,7,기타,RISE V&S셀렉트밸류채권혼합,11590,5,-5,-0.04,11598.0,-0.6683,1,0,139,RISE,False,False,False
304770,1,국내 시장지수,HANARO 코스닥150,11525,2,195,1.72,11574.0,-7.4725,12,0,138,HANARO,False,False,False
139270,2,국내 업종/테마,TIGER 200 금융,8620,5,-80,-0.92,8624.0,5.8522,541,4,138,TIGER,False,False,False
483570,4,해외주식,KCGI 미국S&P500 TOP10,12420,2,90,0.73,12349.0,22.5646,36682,455,137,KCGI,False,False,False
453660,4,해외주식,KODEX 미국S&P500경기소비재,18130,5,-140,-0.77,18193.0,33.7873,144,2,136,KODEX,False,False,False
140710,2,국내 업종/테마,KODEX 운송,5010,5,-65,-1.28,5040.0,4.9638,768,3,135,KODEX,False,False,False
407820,2,국내 업종/테마,에셋플러스 코리아플랫폼액티브,6385,2,25,0.39,6399.0,-0.3135,203,1,134,에셋플러스,False,False,False
463690,4,해외주식,KODEX 미국S&P500커뮤니케이션,16670,2,55,0.33,16645.0,29.3197,102,1,133,KODEX,False,False,False
451670,6,채권,RISE 국채30년레버리지(합성),26650,5,-125,-0.47,26567.0,13.4774,229,6,133,RISE,False,True,False
465670,4,해외주식,TIGER 미국캐시카우100,13290,5,-5,-0.04,13289.0,16.6739,2962,39,133,TIGER,False,False,False
459790,4,해외주식,히어로즈 미국성장기업30액티브,15380,3,0,0.0,15288.0,17.1363,0,0,131,히어로즈,False,False,False
482870,2,국내 업종/테마,HANARO 주주가치성장코리아액티브,10050,3,0,0.0,10019.0,0.2493,0,0,131,HANARO,False,False,False
300610,2,국내 업종/테마,TIGER K게임,7655,2,240,3.24,7671.0,3.3449,5565,42,130,TIGER,False,False,False
245350,4,해외주식,TIGER 유로스탁스배당30,12265,2,100,0.82,12152.0,-0.1724,27,0,129,TIGER,False,False,False
217780,4,해외주식,TIGER 차이나CSI300인버스(합성),7280,2,70,0.97,7329.0,-25.8231,14,0,127,TIGER,True,False,False
395280,2,국내 업종/테마,HANARO Fn K-게임,4250,5,-70,-1.62,4410.0,4.0963,1,0,125,HANARO,False,False,False
495040,1,국내 시장지수,PLUS 코리아밸류업,9465,3,0,0.0,9508.0,,0,0,123,PLUS,False,False,False
417450,4,해외주식,RISE 글로벌수소경제,7425,2,60,0.81,7418.0,15.2582,458,3,123,RISE,False,False,False
269370,4,해외주식,TIGER S&P글로벌인프라(합성),14395,3,0,0.0,14593.0,8.4532,0,0,122,TIGER,False,False,False
138910,5,원자재,KODEX 구리선물(H),7170,5,-90,-1.24,7147.0,1.2552,212,1,122,KODEX,False,False,True
461900,4,해외주식,PLUS 미국테크TOP10,18680,2,100,0.54,18499.0,27.1731,148,2,121,PLUS,False,False,False
140950,1,국내 시장지수,파워 코스피100,25150,2,30,0.12,25135.0,-3.4515,2,0,121,파워,False,False,False
182490,6,채권,TIGER 단기선진하이일드(합성 H),13370,2,90,0.68,13359.0,1.1809,113,1,120,TIGER,False,False,False
453630,4,해외주식,KODEX 미국S&P500필수소비재,12600,2,120,0.96,12586.0,5.6194,803,10,120,KODEX,False,False,False
494420,2,국내 업종/테마,PLUS 미국배당증가성장주데일리커버드콜,9960,5,-20,-0.2,9928.0,,87678,872,120,PLUS,False,False,False
471290,6,채권,HANARO CD금리액티브(합성),103825,2,5,0.0,103818.0,0.8156,4,0,119,HANARO,False,False,False
266410,2,국내 업종/테마,KODEX 필수소비재,6610,5,-40,-0.6,6635.0,-2.3495,348,2,119,KODEX,False,False,False
239660,6,채권,PLUS 우량회사채50,118710,5,-5,0.0,118708.0,1.0082,5,0,119,PLUS,False,False,False
275300,2,국내 업종/테마,KODEX MSCI퀄리티,8475,3,0,0.0,8517.0,-4.0748,0,0,119,KODEX,False,False,False
422260,2,국내 업종/테마,VITA MZ소비액티브,7850,2,65,0.83,7897.0,-2.1985,30001,235,118,VITA,False,False,False
433500,2,국내 업종/테마,ACE 원자력테마딥서치,16745,3,0,0.0,16782.0,2.322,22,0,117,ACE,False,False,False
306950,3,국내파생,KODEX KRX300레버리지,11715,3,0,0.0,11857.0,-8.8327,10,0,117,KODEX,False,True,False
453060,6,채권,HANARO KOFR금리액티브(합성),106430,3,0,0.0,106422.0,0.8337,0,0,117,HANARO,False,False,False
430500,7,기타,KOSEF 물가채KIS,117010,5,-70,-0.06,116988.0,2.8641,2,0,117,KOSEF,False,False,False
195920,4,해외주식,TIGER 일본TOPIX(합성 H),23295,5,-290,-1.23,23466.0,7.5958,13,0,116,TIGER,False,False,False
276000,4,해외주식,TIGER 글로벌자원생산기업(합성 H),14535,2,135,0.94,14524.0,-0.1387,27,0,116,TIGER,False,False,False
496770,4,해외주식,PLUS 글로벌방산,9620,2,20,0.21,9605.0,,177,1,115,PLUS,False,False,False
474390,6,채권,SOL 국고채30년액티브,57580,5,-170,-0.29,57518.0,7.1627,21,1,115,SOL,False,False,False
400590,4,해외주식,SOL 글로벌탄소배출권선물ICE(합성),11515,5,-280,-2.37,11594.0,-0.4222,865,9,115,SOL,False,False,False
291130,4,해외주식,ACE 멕시코MSCI(합성),12760,2,100,0.79,12781.0,4.7579,5256,66,115,ACE,False,False,False
460660,4,해외주식,RISE 미국S&P배당킹,11475,2,20,0.17,11449.0,6.0353,127,1,115,RISE,False,False,False
491620,4,해외주식,RISE 미국테크100데일리고정커버드콜,11405,2,10,0.09,11321.0,,1126,12,114,RISE,False,False,False
495330,1,국내 시장지수,1Q 코리아밸류업,9485,5,-5,-0.05,9499.0,,101,0,114,1Q,False,False,False
419650,4,해외주식,PLUS 글로벌수소&차세대연료전지,3800,5,-15,-0.39,3795.0,7.6163,1978,7,112,PLUS,False,False,False
267440,6,채권,RISE 미국장기국채선물(H),8585,5,-50,-0.58,8577.0,-6.4464,531,4,112,RISE,False,False,True
385600,2,국내 업종/테마,ACE 2차전지&친환경차액티브,7420,5,-115,-1.53,7437.0,-18.0979,591,4,111,ACE,False,False,False
275290,2,국내 업종/테마,KODEX MSCI밸류,10065,3,0,0.0,10139.0,-6.3721,0,0,111,KODEX,False,False,False
475300,2,국내 업종/테마,SOL 반도체전공정,6910,3,0,0.0,6927.0,-9.85,52,0,111,SOL,False,False,False
223190,2,국내 업종/테마,KODEX 200가치저변동,11045,5,-45,-0.41,11038.0,-0.7607,310,3,110,KODEX,False,False,False
449690,4,해외주식,TIGER 한중반도체(합성),14695,3,0,0.0,14852.0,29.8718,0,0,110,TIGER,False,False,False
479850,2,국내 업종/테마,HANARO K-뷰티,11010,2,80,0.73,11056.0,-11.2465,157,1,110,HANARO,False,False,False
419420,4,해외주식,KODEX 미국클린에너지나스닥,6840,2,20,0.29,6839.0,10.8943,2,0,109,KODEX,False,False,False
289260,2,국내 업종/테마,TIGER MSCI KOREA ESG리더스,8795,3,0,0.0,8763.0,-0.2948,0,0,108,TIGER,False,False,False
310080,4,해외주식,RISE 중국MSCI China(H),8620,5,-100,-1.15,8678.0,19.7802,685,5,108,RISE,False,False,True
483030,4,해외주식,KOSEF 미국블록버스터바이오테크의약품+,9745,5,-75,-0.76,9711.0,-6.3782,40,0,107,KOSEF,False,False,False
156080,1,국내 시장지수,KODEX MSCI Korea,15300,2,60,0.39,15331.0,-5.1059,10,0,107,KODEX,False,False,False
428560,4,해외주식,KODEX 미국ETF산업Top10 Indxx,17850,2,40,0.22,17840.0,17.0017,562,10,107,KODEX,False,False,False
472840,1,국내 시장지수,ITF 200,32955,5,-170,-0.51,33027.0,-3.4876,9,0,107,ITF,False,False,False
290080,3,국내파생,RISE 200고배당커버드콜ATM,8130,3,0,0.0,8122.0,7.2135,309,2,106,RISE,False,False,False
102960,2,국내 업종/테마,KODEX 기계장비,6925,5,-95,-1.35,6959.0,3.8461,313,2,105,KODEX,False,False,False
461450,1,국내 시장지수,KODEX 코스닥글로벌,10360,5,-105,-1.0,10552.0,-2.9221,7,0,104,KODEX,False,False,False
181480,7,기타,ACE 미국부동산리츠(합성 H),85790,5,-60,-0.07,85963.0,-3.0886,165,14,103,ACE,False,False,False
490330,4,해외주식,KoAct 미국뇌질환치료제액티브,10280,5,-140,-1.34,10343.0,8.1473,81,0,103,KoAct,False,False,False
275280,2,국내 업종/테마,KODEX MSCI모멘텀,12795,3,0,0.0,12762.0,1.9928,0,0,102,KODEX,False,False,False
230480,7,기타,KOSEF 미국달러선물인버스2X,4705,5,-10,-0.21,4705.0,-13.1676,926,4,102,KOSEF,True,False,False
489000,6,채권,PLUS 일본엔화초단기국채(합성),10085,2,10,0.1,10094.0,-0.2476,2996,30,101,PLUS,False,False,False
104530,2,국내 업종/테마,KOSEF 고배당,11185,5,-25,-0.22,11185.0,6.8534,640,7,101,KOSEF,False,False,False
499150,4,해외주식,SOL 미국S&P500엔화노출(H),10065,5,-35,-0.35,10071.0,,66122,665,101,SOL,False,False,True
104520,2,국내 업종/테마,KOSEF 블루칩,8280,2,40,0.49,8284.0,-1.1635,2,0,99,KOSEF,False,False,False
433220,4,해외주식,에셋플러스 글로벌대장장이액티브,18925,5,-35,-0.18,18902.0,27.1203,3,0,98,에셋플러스,False,False,False
460270,6,채권,히어로즈 미국달러SOFR금리액티브(합성),12130,3,0,0.0,12147.0,7.8222,0,0,98,히어로즈,False,False,False
432840,4,해외주식,HANARO 미국S&P500,16340,2,45,0.28,16264.0,17.7214,16,0,98,HANARO,False,False,False
497780,4,해외주식,KoAct 미국천연가스인프라액티브,9800,5,-10,-0.1,9838.0,,1952,19,98,KoAct,False,False,False
490590,4,해외주식,RISE 미국AI밸류체인데일리고정커버드콜,11520,5,-15,-0.13,11463.0,,10116,116,98,RISE,False,False,False
261110,7,기타,TIGER 미국달러선물레버리지,16300,2,50,0.31,16295.0,15.6583,20004,325,98,TIGER,False,True,False
376410,2,국내 업종/테마,TIGER 탄소효율그린뉴딜,8125,3,0,0.0,8161.0,-4.4118,0,0,98,TIGER,False,False,False
138530,2,국내 업종/테마,TIGER LG그룹+펀더멘털,6765,5,-20,-0.29,6767.0,-7.4226,17,0,97,TIGER,False,False,False
365040,1,국내 시장지수,TIGER AI코리아그로스액티브,12095,5,-20,-0.17,12128.0,-2.1801,105,1,97,TIGER,False,False,False
337140,2,국내 업종/테마,KODEX 코스피대형주,12010,5,-30,-0.25,12025.0,-2.4707,5,0,96,KODEX,False,False,False
292730,1,국내 시장지수,FOCUS KRX300,16000,3,0,0.0,15980.0,-3.9616,0,0,96,FOCUS,False,False,False
496130,1,국내 시장지수,TRUSTON 코리아밸류업액티브,9585,2,55,0.58,9571.0,,1,0,96,TRUSTON,False,False,False
498860,2,국내 업종/테마,RISE 코리아금융고배당,9585,5,-100,-1.03,9609.0,,578,5,96,RISE,False,False,False
480460,7,기타,WON 한국부동산TOP3플러스,9575,2,65,0.68,9589.0,-8.2401,6,0,96,WON,False,False,False
337150,2,국내 업종/테마,KODEX 200exTOP,11730,3,0,0.0,11772.0,0.2564,0,0,94,KODEX,False,False,False
410870,2,국내 업종/테마,TIMEFOLIO K컬처액티브,9365,2,150,1.63,9428.0,-4.7546,58,0,94,TIMEFOLIO,False,False,False
475070,4,해외주식,KoAct 글로벌기후테크인프라액티브,15600,5,-195,-1.23,15656.0,30.3325,7,0,94,KoAct,False,False,False
491630,4,해외주식,RISE 미국반도체인버스(합성 H),20695,2,125,0.61,20904.0,,707,14,93,RISE,True,False,False
145850,2,국내 업종/테마,TREX 펀더멘탈 200,37240,3,0,0.0,37207.0,-4.2108,0,0,93,TREX,False,False,False
494340,4,해외주식,ACE 글로벌AI맞춤형반도체,11610,2,5,0.04,11617.0,,3879,46,93,ACE,False,False,False
105780,2,국내 업종/테마,RISE 5대그룹주,5795,5,-20,-0.34,5793.0,-6.8856,3,0,93,RISE,False,False,False
159800,1,국내 시장지수,마이티 코스피100,25575,2,315,1.25,25623.0,-5.198,10,0,92,마이티,False,False,False
404260,2,국내 업종/테마,KODEX 기후변화솔루션,9185,2,15,0.16,9203.0,-14.6183,17,0,92,KODEX,False,False,False
464060,4,해외주식,HANARO 글로벌반도체TOP10 SOLACTIVE,16660,2,105,0.63,16669.0,11.2193,1552,25,92,HANARO,False,False,False
489290,4,해외주식,WON 미국빌리어네어,12960,3,0,0.0,12889.0,30.4479,7836,101,91,WON,False,False,False
450190,4,해외주식,KODEX 한중반도체(합성),15055,3,0,0.0,15028.0,32.7601,0,0,90,KODEX,False,False,False
390400,4,해외주식,KODEX 미국스마트모빌리티S&P,5985,5,-5,-0.08,5985.0,18.0295,60,0,90,KODEX,False,False,False
368680,2,국내 업종/테마,KODEX K-뉴딜디지털플러스,7480,3,0,0.0,7546.0,-4.2867,0,0,90,KODEX,False,False,False
91220,2,국내 업종/테마,TIGER 은행,8915,3,0,0.0,8916.0,5.7407,14,0,89,TIGER,False,False,False
400580,4,해외주식,SOL 유럽탄소배출권선물S&P(H),9905,5,-375,-3.65,9934.0,3.8383,1862,18,89,SOL,False,False,True
489860,4,해외주식,KOSEF 글로벌전력GRID인프라,11120,5,-70,-0.63,11111.0,14.1254,521,5,89,KOSEF,False,False,False
289040,2,국내 업종/테마,KODEX MSCI KOREA ESG유니버설,9875,3,0,0.0,9926.0,-3.1863,0,0,89,KODEX,False,False,False
225050,4,해외주식,TIGER 유로스탁스레버리지(합성 H),11105,5,-70,-0.63,11333.0,3.8086,6,0,89,TIGER,False,True,False
477490,4,해외주식,에셋플러스 글로벌일등기업포커스10액티브,14745,5,-65,-0.44,14713.0,30.6572,2,0,88,에셋플러스,False,False,False
375270,7,기타,RISE 글로벌데이터센터리츠(합성),12620,2,20,0.16,12605.0,3.1096,19,0,88,RISE,False,False,False
225060,4,해외주식,TIGER 이머징마켓MSCI레버리지(합성 H),8025,5,-125,-1.53,8122.0,5.5699,52,0,88,TIGER,False,True,False
464600,2,국내 업종/테마,SOL 자동차소부장Fn,8800,2,50,0.57,8829.0,-4.6322,3,0,88,SOL,False,False,False
494210,4,해외주식,SOL 미국500타겟커버드콜액티브,10845,5,-40,-0.37,10835.0,,75097,814,87,SOL,False,False,False
415760,4,해외주식,SOL 차이나육성산업액티브(합성),7875,3,0,0.0,8030.0,58.6102,0,0,87,SOL,False,False,False
494180,4,해외주식,TIMEFOLIO 글로벌소비트렌드액티브,11540,5,-70,-0.6,11552.0,,351,4,87,TIMEFOLIO,False,False,False
174350,2,국내 업종/테마,TIGER 로우볼,13100,2,20,0.15,13085.0,1.5922,1,0,86,TIGER,False,False,False
424460,4,해외주식,HANARO 글로벌워터MSCI(합성),14230,5,-135,-0.94,14213.0,10.5,1,0,85,HANARO,False,False,False
139320,5,원자재,TIGER 금은선물(H),12110,5,-260,-2.1,12177.0,7.425,652,7,85,TIGER,False,False,True
497520,4,해외주식,ACE 일라이릴리밸류체인,10515,5,-50,-0.47,10581.0,,52187,548,84,ACE,False,False,False
497510,4,해외주식,ACE 글로벌빅파마,10395,5,-75,-0.72,10479.0,,51326,534,83,ACE,False,False,False
488290,4,해외주식,마이다스 일본테크액티브,22175,5,-140,-0.63,22175.0,8.3252,10,0,83,마이다스,False,False,False
122090,1,국내 시장지수,PLUS 코스피50,22990,2,155,0.68,22966.0,-3.7148,396,9,83,PLUS,False,False,False
395760,2,국내 업종/테마,PLUS ESG성장주액티브,7855,2,20,0.26,7895.0,-5.0304,9,0,82,PLUS,False,False,False
429740,7,기타,PLUS K리츠,6595,2,30,0.46,6595.0,-10.6925,60,0,82,PLUS,False,False,False
468370,6,채권,KODEX iShares미국인플레이션국채액티브,11140,5,-15,-0.13,11131.0,5.6344,574,6,82,KODEX,False,False,False
215620,2,국내 업종/테마,HK S&P코리아로우볼,13040,3,0,0.0,13090.0,0.5784,0,0,82,HK,False,False,False
117690,4,해외주식,TIGER 차이나항셍25,18240,5,-85,-0.46,18245.0,32.2627,31,0,82,TIGER,False,False,False
491700,1,국내 시장지수,HK 200,32795,3,0,0.0,33012.0,-4.2762,0,0,82,HK,False,False,False
225030,4,해외주식,TIGER 미국S&P500선물인버스(H),2860,2,10,0.35,2857.0,-7.6176,9268,26,82,TIGER,True,False,True
139660,7,기타,KOSEF 미국달러선물인버스,8300,2,65,0.79,8240.0,-6.7384,20,0,81,KOSEF,True,False,False
446690,4,해외주식,KODEX 아시아AI반도체exChina액티브,16155,3,0,0.0,16179.0,3.2796,0,0,81,KODEX,False,False,False
442090,2,국내 업종/테마,에셋플러스 코리아대장장이액티브,10085,2,15,0.15,10104.0,-3.5441,1,0,81,에셋플러스,False,False,False
472720,1,국내 시장지수,TRUSTON 주주가치액티브,11125,3,0,0.0,11180.0,-0.6697,0,0,80,TRUSTON,False,False,False
445910,2,국내 업종/테마,TIGER MKF배당귀족,12300,2,35,0.29,12398.0,-3.2348,27,0,80,TIGER,False,False,False
192720,2,국내 업종/테마,파워 고배당저변동성,33305,2,55,0.17,33278.0,5.0586,55,1,80,파워,False,False,False
452440,2,국내 업종/테마,VITA 밸류알파액티브,11415,2,105,0.93,11438.0,-2.2895,20000,228,80,VITA,False,False,False
285690,2,국내 업종/테마,FOCUS ESG리더스,10650,3,0,0.0,10674.0,-1.4346,0,0,80,FOCUS,False,False,False
488480,4,해외주식,RISE 일본섹터TOP4Plus,10575,5,-130,-1.21,10551.0,13.7619,44,0,79,RISE,False,False,False
217770,5,원자재,TIGER 원유선물인버스(H),2830,2,10,0.35,2827.0,-7.0841,367,1,79,TIGER,True,False,True
498050,2,국내 업종/테마,HANARO 바이오코리아액티브,9900,2,20,0.2,9951.0,,11101,109,79,HANARO,False,False,False
471780,2,국내 업종/테마,TIGER 코리아테크액티브,8060,2,20,0.25,8082.0,-12.275,50,0,79,TIGER,False,False,False
451150,4,해외주식,에셋플러스 글로벌영에이지액티브,15735,5,-40,-0.25,15707.0,30.6418,102,1,79,에셋플러스,False,False,False
292500,1,국내 시장지수,SOL KRX300,15710,3,0,0.0,15759.0,-3.8262,0,0,79,SOL,False,False,False
229720,1,국내 시장지수,KODEX KTOP30,15685,3,0,0.0,15792.0,-6.2463,0,0,78,KODEX,False,False,False
100910,1,국내 시장지수,KOSEF KRX100,5210,2,25,0.48,5216.0,-3.8212,18,0,78,KOSEF,False,False,False
491820,2,국내 업종/테마,HANARO 전력설비투자,11165,5,-25,-0.22,11256.0,,106,1,78,HANARO,False,False,False
371150,4,해외주식,RISE 차이나항셍테크,7090,5,-80,-1.12,7184.0,40.8644,1,0,78,RISE,False,False,False
152500,3,국내파생,ACE 레버리지,5990,5,-35,-0.58,6006.0,-8.7813,225,1,78,ACE,False,True,False
364690,1,국내 시장지수,KODEX 혁신기술테마액티브,12960,3,0,0.0,13005.0,-1.3699,0,0,78,KODEX,False,False,False
385710,2,국내 업종/테마,TIMEFOLIO K이노베이션액티브,7760,2,65,0.84,7817.0,0.5225,2,0,78,TIMEFOLIO,False,False,False
292160,1,국내 시장지수,TIGER KRX300,15455,3,0,0.0,15619.0,-4.4868,0,0,77,TIGER,False,False,False
467540,1,국내 시장지수,KOSEF 코스닥글로벌,11030,2,65,0.59,11111.0,-2.9131,2,0,77,KOSEF,False,False,False
474800,4,해외주식,KOSEF 미국원유에너지기업,11845,5,-60,-0.5,11887.0,16.2711,73,0,77,KOSEF,False,False,False
183710,7,기타,RISE 주식혼합,38290,5,-20,-0.05,38320.0,-1.9779,1,0,77,RISE,False,False,False
267490,6,채권,RISE 미국장기국채선물레버리지(합성 H),5890,5,-80,-1.34,5894.0,-13.2898,489,2,77,RISE,False,True,False
